name,address,phone,email,website,rating,reviews_count,category,pincode,keyword,latitude,longitude,source
N/A,N/A,N/A,info@n/a.com,N/A,N/A,0,RMC,641015,ready mix concrete,11.0125,77.0129,Google Maps Real
N/A,N/A,N/A,info@n/a.com,N/A,N/A,0,RMC,641015,ready mix concrete,11.0125,77.0129,Google Maps Real
N/A,N/A,N/A,info@n/a.com,N/A,N/A,0,RMC,641015,ready mix concrete,11.0125,77.0129,Google Maps Real
