S.No,Registration Number,Name & Address,Type,Date,Source URL,Scraped At
1,TN/Agent/0241/2020 dated 12.10.2020,TN/Agent/0241/2020 dated 12.10.2020,Firm,12.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583053
2,TN/Agent/0242/2020 dated 19.10.2020,TN/Agent/0242/2020 dated 19.10.2020,Individual,19.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583178
3,TN/Agent/0243/2020 dated 19.10.2020,TN/Agent/0243/2020 dated 19.10.2020,Individual,19.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583233
4,TN/Agent/0244/2020 dated 19.10.2020,TN/Agent/0244/2020 dated 19.10.2020,Individual,19.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583279
5,TN/Agent/0245/2020 dated 19.10.2020,TN/Agent/0245/2020 dated 19.10.2020,Individual,19.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583318
6,TN/Agent/0246/2020 dated 19.10.2020,TN/Agent/0246/2020 dated 19.10.2020,Individual,19.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583355
7,TN/Agent/0247/2020 dated 21.10.2020,TN/Agent/0247/2020 dated 21.10.2020,Individual,21.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583389
8,TN/Agent/0248/2020 dated 29.10.2020,TN/Agent/0248/2020 dated 29.10.2020,Individual,29.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583422
9,TN/Agent/0249/2020 dated 29.10.2020,TN/Agent/0249/2020 dated 29.10.2020,Individual,29.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583456
10,TN/Agent/0250/2020 dated 29.10.2020,TN/Agent/0250/2020 dated 29.10.2020,Individual,29.10.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583486
11,TN/Agent/0251/2020 dated 02.11.2020,TN/Agent/0251/2020 dated 02.11.2020,Individual,02.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583513
12,TN/Agent/0252/2020 dated 02.11.2020,TN/Agent/0252/2020 dated 02.11.2020,Individual,02.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583545
13,TN/Agent/0253/2020 dated 02.11.2020,TN/Agent/0253/2020 dated 02.11.2020,Firm,02.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583580
14,TN/Agent/0254/2020 dated 02.11.2020,TN/Agent/0254/2020 dated 02.11.2020,Firm,02.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583609
15,TN/Agent/0255/2020 dated 09.11.2020,TN/Agent/0255/2020 dated 09.11.2020,Individual,09.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583638
16,TN/Agent/0256/2020 dated 10.11.2020,TN/Agent/0256/2020 dated 10.11.2020,Individual,10.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583671
17,TN/Agent/0257/2020 dated 10.11.2020,TN/Agent/0257/2020 dated 10.11.2020,Individual,10.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583703
18,TN/Agent/0258/2020 dated 10.11.2020,TN/Agent/0258/2020 dated 10.11.2020,Individual,10.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583877
19,TN/Agent/0259/2020 dated 10.11.2020,TN/Agent/0259/2020 dated 10.11.2020,Individual,10.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583928
20,TN/Agent/0260/2020 dated 10.11.2020,TN/Agent/0260/2020 dated 10.11.2020,Individual,10.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.583992
21,TN/Agent/0261/2020 dated 17.11.2020,TN/Agent/0261/2020 dated 17.11.2020,Individual,17.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584025
22,TN/Agent/0262/2020 dated 17.11.2020,TN/Agent/0262/2020 dated 17.11.2020,Individual,17.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584066
23,TN/Agent/0263/2020 dated 17.11.2020,TN/Agent/0263/2020 dated 17.11.2020,Individual,17.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584089
24,TN/Agent/0264/2020 dated 17.11.2020,TN/Agent/0264/2020 dated 17.11.2020,Individual,17.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584113
25,TN/Agent/0265/2020 dated 19.11.2020,TN/Agent/0265/2020 dated 19.11.2020,Individual,19.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584142
26,TN/Agent/0266/2020 dated 20.11.2020,TN/Agent/0266/2020 dated 20.11.2020,Individual,20.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584167
27,TN/Agent/0267/2020 dated 20.11.2020,TN/Agent/0267/2020 dated 20.11.2020,Individual,20.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584194
28,TN/Agent/0268/2020 dated 20.11.2020,TN/Agent/0268/2020 dated 20.11.2020,Individual,20.11.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584220
29,TN/Agent/0269/2020 dated 04.12.2020,TN/Agent/0269/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584240
30,TN/Agent/0270/2020 dated 04.12.2020,TN/Agent/0270/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584262
31,TN/Agent/0271/2020 dated 04.12.2020,TN/Agent/0271/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584282
32,TN/Agent/0272/2020 dated 04.12.2020,TN/Agent/0272/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584301
33,TN/Agent/0273/2020 dated 04.12.2020,TN/Agent/0273/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584322
34,TN/Agent/0274/2020 dated 04.12.2020,TN/Agent/0274/2020 dated 04.12.2020,Individual,04.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584340
35,TN/Agent/0275/2020 dated 08.12.2020,TN/Agent/0275/2020 dated 08.12.2020,Individual,08.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584364
36,TN/Agent/0276/2020 dated 08.12.2020,TN/Agent/0276/2020 dated 08.12.2020,Individual,08.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584385
37,TN/Agent/0277/2020 dated 08.12.2020,TN/Agent/0277/2020 dated 08.12.2020,Firm,08.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584404
38,TN/Agent/0278/2020 dated 11.12.2020,TN/Agent/0278/2020 dated 11.12.2020,Individual,11.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584424
39,TN/Agent/0279/2020 dated 11.12.2020,TN/Agent/0279/2020 dated 11.12.2020,Firm,11.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584446
40,TN/Agent/0280/2020 dated 17.12.2020,TN/Agent/0280/2020 dated 17.12.2020,Individual,17.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584466
41,TN/Agent/0281/2020 dated 17.12.2020,TN/Agent/0281/2020 dated 17.12.2020,Individual,17.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584485
42,TN/Agent/0282/2020 dated 17.12.2020,TN/Agent/0282/2020 dated 17.12.2020,Individual,17.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584509
43,TN/Agent/0283/2020 dated 17.12.2020,TN/Agent/0283/2020 dated 17.12.2020,Firm,17.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584537
44,TN/Agent/0284/2020 dated 17.12.2020,TN/Agent/0284/2020 dated 17.12.2020,Firm,17.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584562
45,TN/Agent/0285/2020 dated 22.12.2020,TN/Agent/0285/2020 dated 22.12.2020,Individual,22.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584583
46,TN/Agent/0286/2020 dated 22.12.2020,TN/Agent/0286/2020 dated 22.12.2020,Individual,22.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584604
47,TN/Agent/0287/2020 dated 22.12.2020,TN/Agent/0287/2020 dated 22.12.2020,Firm,22.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584623
48,TN/Agent/0288/2020 dated 22.12.2020,TN/Agent/0288/2020 dated 22.12.2020,Firm,22.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584642
49,TN/Agent/0289/2020 dated 24.12.2020,TN/Agent/0289/2020 dated 24.12.2020,Individual,24.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584665
50,TN/Agent/0290/2020 dated 24.12.2020,TN/Agent/0290/2020 dated 24.12.2020,Individual,24.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584688
51,TN/Agent/0291/2020 dated 29.12.2020,TN/Agent/0291/2020 dated 29.12.2020,Individual,29.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584707
52,TN/Agent/0292/2020 dated 29.12.2020,TN/Agent/0292/2020 dated 29.12.2020,Individual,29.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584731
53,TN/Agent/0293/2020 dated 29.12.2020,TN/Agent/0293/2020 dated 29.12.2020,Firm,29.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584749
54,TN/Agent/0294/2020 dated 31.12.2020,TN/Agent/0294/2020 dated 31.12.2020,Individual,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584782
55,TN/Agent/0295/2020 dated 31.12.2020,TN/Agent/0295/2020 dated 31.12.2020,Individual,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584804
56,TN/Agent/0296/2020 dated 31.12.2020,TN/Agent/0296/2020 dated 31.12.2020,Individual,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584825
57,TN/Agent/0297/2020 dated 31.12.2020,TN/Agent/0297/2020 dated 31.12.2020,Firm,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584848
58,TN/Agent/0298/2020 dated 31.12.2020,TN/Agent/0298/2020 dated 31.12.2020,Firm,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584869
59,TN/Agent/0299/2020 dated 31.12.2020,TN/Agent/0299/2020 dated 31.12.2020,Individual,31.12.2020,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584890
60,TN/Agent/0001/2021 dated 20.01.2021,TN/Agent/0001/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584911
61,TN/Agent/0002/2021 dated 20.01.2021,TN/Agent/0002/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584931
62,TN/Agent/0003/2021 dated 20.01.2021,TN/Agent/0003/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584951
63,TN/Agent/0004/2021 dated 20.01.2021,TN/Agent/0004/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584971
64,TN/Agent/0005/2021 dated 20.01.2021,TN/Agent/0005/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.584990
65,TN/Agent/0006/2021 dated 20.01.2021,TN/Agent/0006/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585011
66,TN/Agent/0007/2021 dated 20.01.2021,TN/Agent/0007/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585038
67,TN/Agent/0008/2021 dated 20.01.2021,TN/Agent/0008/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585061
68,TN/Agent/0009/2021 dated 20.01.2021,TN/Agent/0009/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585080
69,TN/Agent/0010/2021 dated 20.01.2021,TN/Agent/0010/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585102
70,TN/Agent/0011/2021 dated 20.01.2021,TN/Agent/0011/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585124
71,TN/Agent/0012/2021 dated 20.01.2021,TN/Agent/0012/2021 dated 20.01.2021,Individual,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585143
72,TN/Agent/0013/2021 dated 20.01.2021,TN/Agent/0013/2021 dated 20.01.2021,Firm,20.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585166
73,TN/Agent/0014/2021 dated 29.01.2021,TN/Agent/0014/2021 dated 29.01.2021,Individual,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585188
74,TN/Agent/0015/2021 dated 29.01.2021,TN/Agent/0015/2021 dated 29.01.2021,Individual,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585210
75,TN/Agent/0016/2021 dated 29.01.2021,TN/Agent/0016/2021 dated 29.01.2021,Individual,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585230
76,TN/Agent/0017/2021 dated 29.01.2021,TN/Agent/0017/2021 dated 29.01.2021,Individual,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585251
77,TN/Agent/0018/2021 dated 29.01.2021,TN/Agent/0018/2021 dated 29.01.2021,Firm,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585273
78,TN/Agent/0019/2021 dated 29.01.2021,TN/Agent/0019/2021 dated 29.01.2021,Firm,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585297
79,TN/Agent/0020/2021 dated 29.01.2021,TN/Agent/0020/2021 dated 29.01.2021,Firm,29.01.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585317
80,TN/Agent/0021/2021 dated 05.02.2021,TN/Agent/0021/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585340
81,TN/Agent/0022/2021 dated 05.02.2021,TN/Agent/0022/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585360
82,TN/Agent/0023/2021 dated 05.02.2021,TN/Agent/0023/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585385
83,TN/Agent/0024/2021 dated 05.02.2021,TN/Agent/0024/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585410
84,TN/Agent/0025/2021 dated 05.02.2021,TN/Agent/0025/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585432
85,TN/Agent/0026/2021 dated 05.02.2021,TN/Agent/0026/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585451
86,TN/Agent/0027/2021 dated 05.02.2021,TN/Agent/0027/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585472
87,TN/Agent/0028/2021 dated 05.02.2021,TN/Agent/0028/2021 dated 05.02.2021,Individual,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585491
88,TN/Agent/0029/2021 dated 05.02.2021,TN/Agent/0029/2021 dated 05.02.2021,Firm,05.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585510
89,TN/Agent/0030/2021 dated 09.02.2021,TN/Agent/0030/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585528
90,TN/Agent/0031/2021 dated 09.02.2021,TN/Agent/0031/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585552
91,TN/Agent/0032/2021 dated 09.02.2021,TN/Agent/0032/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585573
92,TN/Agent/0033/2021 dated 09.02.2021,TN/Agent/0033/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585593
93,TN/Agent/0034/2021 dated 09.02.2021,TN/Agent/0034/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585614
94,TN/Agent/0035/2021 dated 09.02.2021,TN/Agent/0035/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585636
95,TN/Agent/0036/2021 dated 09.02.2021,TN/Agent/0036/2021 dated 09.02.2021,Individual,09.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585655
96,TN/Agent/0037/2021 dated 12.02.2021,TN/Agent/0037/2021 dated 12.02.2021,Individual,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585678
97,TN/Agent/0038/2021 dated 12.02.2021,TN/Agent/0038/2021 dated 12.02.2021,Individual,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585698
98,TN/Agent/0039/2021 dated 12.02.2021,TN/Agent/0039/2021 dated 12.02.2021,Individual,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585717
99,TN/Agent/0040/2021 dated 12.02.2021,TN/Agent/0040/2021 dated 12.02.2021,Firm,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585740
100,TN/Agent/0041/2021 dated 12.02.2021,TN/Agent/0041/2021 dated 12.02.2021,Firm,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585759
101,TN/Agent/0042/2021 dated 12.02.2021,TN/Agent/0042/2021 dated 12.02.2021,Firm,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585778
102,TN/Agent/0043/2021 dated 12.02.2021,TN/Agent/0043/2021 dated 12.02.2021,Firm,12.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585797
103,TN/Agent/0044/2021 dated 23.02.2021,TN/Agent/0044/2021 dated 23.02.2021,Individual,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585819
104,TN/Agent/0045/2021 dated 23.02.2021,TN/Agent/0045/2021 dated 23.02.2021,Individual,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585839
105,TN/Agent/0046/2021 dated 23.02.2021,TN/Agent/0046/2021 dated 23.02.2021,Individual,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585858
106,TN/Agent/0047/2021 dated 23.02.2021,TN/Agent/0047/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585878
107,TN/Agent/0048/2021 dated 23.02.2021,TN/Agent/0048/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585897
108,TN/Agent/0049/2021 dated 23.02.2021,TN/Agent/0049/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585918
109,TN/Agent/0050/2021 dated 23.02.2021,TN/Agent/0050/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585937
110,TN/Agent/0051/2021 dated 23.02.2021,TN/Agent/0051/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585959
111,TN/Agent/0052/2021 dated 23.02.2021,TN/Agent/0052/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585978
112,TN/Agent/0053/2021 dated 23.02.2021,TN/Agent/0053/2021 dated 23.02.2021,Firm,23.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.585995
113,TN/Agent/0054/2021 dated 27.02.2021,TN/Agent/0054/2021 dated 27.02.2021,Individual,27.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586018
114,TN/Agent/0055/2021 dated 27.02.2021,TN/Agent/0055/2021 dated 27.02.2021,Individual,27.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586040
115,TN/Agent/0056/2021 dated 27.02.2021,TN/Agent/0056/2021 dated 27.02.2021,Individual,27.02.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586058
116,TN/Agent/0057/2021 dated 03.03.2021,TN/Agent/0057/2021 dated 03.03.2021,Individual,03.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586081
117,TN/Agent/0058/2021 dated 11.03.2021,TN/Agent/0058/2021 dated 11.03.2021,Individual,11.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586102
118,TN/Agent/0059/2021 dated 11.03.2021,TN/Agent/0059/2021 dated 11.03.2021,Individual,11.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586119
119,TN/Agent/0060/2021 dated 11.03.2021,TN/Agent/0060/2021 dated 11.03.2021,Firm,11.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586136
120,TN/Agent/0061/2021 dated 11.03.2021,TN/Agent/0061/2021 dated 11.03.2021,Firm,11.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586156
121,TN/Agent/0062/2021 dated 15.03.2021,TN/Agent/0062/2021 dated 15.03.2021,Firm,15.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586174
122,TN/Agent/0063/2021 dated 22.03.2021,TN/Agent/0063/2021 dated 22.03.2021,Individual,22.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586194
123,TN/Agent/0064/2021 dated 22.03.2021,TN/Agent/0064/2021 dated 22.03.2021,Individual,22.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586213
124,TN/Agent/0065/2021 dated 22.03.2021,TN/Agent/0065/2021 dated 22.03.2021,Individual,22.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586233
125,TN/Agent/0066/2021 dated 22.03.2021,TN/Agent/0066/2021 dated 22.03.2021,Individual,22.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586252
126,TN/Agent/0067/2021 dated 23.03.2021,TN/Agent/0067/2021 dated 23.03.2021,Individual,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586274
127,TN/Agent/0068/2021 dated 23.03.2021,TN/Agent/0068/2021 dated 23.03.2021,Individual,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586293
128,TN/Agent/0069/2021 dated 23.03.2021,TN/Agent/0069/2021 dated 23.03.2021,Individual,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586311
129,TN/Agent/0070/2021 dated 23.03.2021,TN/Agent/0070/2021 dated 23.03.2021,Firm,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586328
130,TN/Agent/0071/2021 dated 23.03.2021,TN/Agent/0071/2021 dated 23.03.2021,Firm,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586348
131,TN/Agent/0072/2021 dated 23.03.2021,TN/Agent/0072/2021 dated 23.03.2021,Firm,23.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586366
132,TN/Agent/0073/2021 dated 29.03.2021,TN/Agent/0073/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586390
133,TN/Agent/0074/2021 dated 29.03.2021,TN/Agent/0074/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586410
134,TN/Agent/0075/2021 dated 29.03.2021,TN/Agent/0075/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586429
135,TN/Agent/0076/2021 dated 29.03.2021,TN/Agent/0076/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586447
136,TN/Agent/0077/2021 dated 29.03.2021,TN/Agent/0077/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586467
137,TN/Agent/0078/2021 dated 29.03.2021,TN/Agent/0078/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586486
138,TN/Agent/0079/2021 dated 29.03.2021,TN/Agent/0079/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586508
139,TN/Agent/0080/2021 dated 29.03.2021,TN/Agent/0080/2021 dated 29.03.2021,Individual,29.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586528
140,TN/Agent/0081/2021 dated 31.03.2021,TN/Agent/0081/2021 dated 31.03.2021,Individual,31.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586549
141,TN/Agent/0082/2021 dated 31.03.2021,TN/Agent/0082/2021 dated 31.03.2021,Individual,31.03.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586568
142,TN/Agent/0083/2021 dated 09.04.2021,TN/Agent/0083/2021 dated 09.04.2021,Individual,09.04.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586586
143,TN/Agent/0084/2021 dated 09.04.2021,TN/Agent/0084/2021 dated 09.04.2021,Individual,09.04.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.586605
