S.No,Registration Number,Name & Address,Type,Date,Source URL,Scraped At
400,TN/Agent/0341/2021 dated 02.08.2021,TN/Agent/0341/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592527
401,TN/Agent/0342/2021 dated 02.08.2021,TN/Agent/0342/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592551
402,TN/Agent/0343/2021 dated 02.08.2021,TN/Agent/0343/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592574
403,TN/Agent/0344/2021 dated 02.08.2021,TN/Agent/0344/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592594
404,TN/Agent/0345/2021 dated 02.08.2021,TN/Agent/0345/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592614
405,TN/Agent/0346/2021 dated 02.08.2021,TN/Agent/0346/2021 dated 02.08.2021,Individual,02.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592639
406,TN/Agent/0347/2021 dated 06.08.2021,TN/Agent/0347/2021 dated 06.08.2021,Individual,06.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592660
407,TN/Agent/0348/2021 dated 06.08.2021,TN/Agent/0348/2021 dated 06.08.2021,Individual,06.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592778
408,TN/Agent/0349/2021 dated 06.08.2021,TN/Agent/0349/2021 dated 06.08.2021,Firm,06.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592802
409,TN/Agent/0350/2021 dated 06.08.2021,TN/Agent/0350/2021 dated 06.08.2021,Firm,06.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592822
410,TN/Agent/0351/2021 dated 10.08.2021,TN/Agent/0351/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592842
411,TN/Agent/0352/2021 dated 10.08.2021,TN/Agent/0352/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592861
412,TN/Agent/0353/2021 dated 10.08.2021,TN/Agent/0353/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592881
413,TN/Agent/0354/2021 dated 10.08.2021,TN/Agent/0354/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592900
414,TN/Agent/0355/2021 dated 10.08.2021,TN/Agent/0355/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592918
415,TN/Agent/0356/2021 dated 10.08.2021,TN/Agent/0356/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592937
416,TN/Agent/0357/2021 dated 10.08.2021,TN/Agent/0357/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592957
417,TN/Agent/0358/2021 dated 10.08.2021,TN/Agent/0358/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592978
418,TN/Agent/0359/2021 dated 10.08.2021,TN/Agent/0359/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.592999
419,TN/Agent/0360/2021 dated 10.08.2021,TN/Agent/0360/2021 dated 10.08.2021,Individual,10.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593019
420,TN/Agent/0361/2021 dated 12.08.2021,TN/Agent/0361/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593038
421,TN/Agent/0362/2021 dated 12.08.2021,TN/Agent/0362/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593057
422,TN/Agent/0363/2021 dated 12.08.2021,TN/Agent/0363/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593082
423,TN/Agent/0364/2021 dated 12.08.2021,TN/Agent/0364/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593106
424,TN/Agent/0365/2021 dated 12.08.2021,TN/Agent/0365/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593125
425,TN/Agent/0366/2021 dated 12.08.2021,TN/Agent/0366/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593146
426,TN/Agent/0367/2021 dated 12.08.2021,TN/Agent/0367/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593166
427,TN/Agent/0368/2021 dated 12.08.2021,TN/Agent/0368/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593186
428,TN/Agent/0369/2021 dated 12.08.2021,TN/Agent/0369/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593206
429,TN/Agent/0370/2021 dated 12.08.2021,TN/Agent/0370/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593227
430,TN/Agent/0371/2021 dated 12.08.2021,TN/Agent/0371/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593248
431,TN/Agent/0372/2021 dated 12.08.2021,TN/Agent/0372/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593266
432,TN/Agent/0373/2021 dated 12.08.2021,TN/Agent/0373/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593285
433,TN/Agent/0374/2021 dated 12.08.2021,TN/Agent/0374/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593304
434,TN/Agent/0375/2021 dated 12.08.2021,TN/Agent/0375/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593323
435,TN/Agent/0376/2021 dated 12.08.2021,TN/Agent/0376/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593340
436,TN/Agent/0377/2021 dated 12.08.2021,TN/Agent/0377/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593360
437,TN/Agent/0378/2021 dated 12.08.2021,TN/Agent/0378/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593379
438,TN/Agent/0379/2021 dated 12.08.2021,TN/Agent/0379/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593398
439,TN/Agent/0380/2021 dated 12.08.2021,TN/Agent/0380/2021 dated 12.08.2021,Individual,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593419
440,TN/Agent/0381/2021 dated 12.08.2021,TN/Agent/0381/2021 dated 12.08.2021,Firm,12.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593441
441,TN/Agent/0382/2021 dated 18.08.2021,TN/Agent/0382/2021 dated 18.08.2021,Firm,18.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593461
442,TN/Agent/0383/2021 dated 19.08.2021,TN/Agent/0383/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593481
443,TN/Agent/0384/2021 dated 19.08.2021,TN/Agent/0384/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593500
444,TN/Agent/0385/2021 dated 19.08.2021,TN/Agent/0385/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593531
445,TN/Agent/0386/2021 dated 19.08.2021,TN/Agent/0386/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593554
446,TN/Agent/0387/2021 dated 19.08.2021,TN/Agent/0387/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593573
447,TN/Agent/0388/2021 dated 19.08.2021,TN/Agent/0388/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593593
448,TN/Agent/0389/2021 dated 19.08.2021,TN/Agent/0389/2021 dated 19.08.2021,Individual,19.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593614
449,TN/Agent/0390/2021 dated 25.08.2021,TN/Agent/0390/2021 dated 25.08.2021,Firm,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593636
450,TN/Agent/0391/2021 dated 25.08.2021,TN/Agent/0391/2021 dated 25.08.2021,Firm,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593698
451,TN/Agent/0392/2021 dated 25.08.2021,TN/Agent/0392/2021 dated 25.08.2021,Firm,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593776
452,TN/Agent/0393/2021 dated 25.08.2021,TN/Agent/0393/2021 dated 25.08.2021,Firm,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593805
453,TN/Agent/0394/2021 dated 25.08.2021,TN/Agent/0394/2021 dated 25.08.2021,Individual,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593828
454,TN/Agent/0395/2021 dated 25.08.2021,TN/Agent/0395/2021 dated 25.08.2021,Individual,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593853
455,TN/Agent/0396/2021 dated 25.08.2021,TN/Agent/0396/2021 dated 25.08.2021,Individual,25.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593884
456,TN/Agent/0397/2021 dated 26.08.2021,TN/Agent/0397/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593908
457,TN/Agent/0398/2021 dated 26.08.2021,TN/Agent/0398/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593930
458,TN/Agent/0399/2021 dated 26.08.2021,TN/Agent/0399/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593958
459,TN/Agent/0400/2021 dated 26.08.2021,TN/Agent/0400/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.593981
460,TN/Agent/0401/2021 dated 26.08.2021,TN/Agent/0401/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594075
461,TN/Agent/0402/2021 dated 26.08.2021,TN/Agent/0402/2021 dated 26.08.2021,Individual,26.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594131
462,TN/Agent/0403/2021 dated 31.08.2021,TN/Agent/0403/2021 dated 31.08.2021,Individual,31.08.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594168
463,TN/Agent/0404/2021 dated 02.09.2021,TN/Agent/0404/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594198
464,TN/Agent/0405/2021 dated 02.09.2021,TN/Agent/0405/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594230
465,TN/Agent/0406/2021 dated 02.09.2021,TN/Agent/0406/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594254
466,TN/Agent/0407/2021 dated 02.09.2021,TN/Agent/0407/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594275
467,TN/Agent/0408/2021 dated 02.09.2021,TN/Agent/0408/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594294
468,TN/Agent/0409/2021 dated 02.09.2021,TN/Agent/0409/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594319
469,TN/Agent/0410/2021 dated 02.09.2021,TN/Agent/0410/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594429
470,TN/Agent/0411/2021 dated 02.09.2021,TN/Agent/0411/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594467
471,TN/Agent/0412/2021 dated 02.09.2021,TN/Agent/0412/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594492
472,TN/Agent/0413/2021 dated 02.09.2021,TN/Agent/0413/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594515
473,TN/Agent/0414/2021 dated 02.09.2021,TN/Agent/0414/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594546
474,TN/Agent/0415/2021 dated 02.09.2021,TN/Agent/0415/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594568
475,TN/Agent/0416/2021 dated 02.09.2021,TN/Agent/0416/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594590
476,TN/Agent/0417/2021 dated 02.09.2021,TN/Agent/0417/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594655
477,TN/Agent/0418/2021 dated 02.09.2021,TN/Agent/0418/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594689
478,TN/Agent/0419/2021 dated 02.09.2021,TN/Agent/0419/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594713
479,TN/Agent/0420/2021 dated 02.09.2021,TN/Agent/0420/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594735
480,TN/Agent/0421/2021 dated 02.09.2021,TN/Agent/0421/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594756
481,TN/Agent/0422/2021 dated 02.09.2021,TN/Agent/0422/2021 dated 02.09.2021,Individual,02.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594775
482,TN/Agent/0423/2021 dated 08.09.2021,TN/Agent/0423/2021 dated 08.09.2021,Individual,08.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594794
483,TN/Agent/0424/2021 dated 08.09.2021,TN/Agent/0424/2021 dated 08.09.2021,Individual,08.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594823
484,TN/Agent/0425/2021 dated 18.09.2021,TN/Agent/0425/2021 dated 18.09.2021,Firm,18.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594845
485,TN/Agent/0426/2021 dated 18.09.2021,TN/Agent/0426/2021 dated 18.09.2021,Individual,18.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594866
486,TN/Agent/0427/2021 dated 18.09.2021,TN/Agent/0427/2021 dated 18.09.2021,Individual,18.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594886
487,TN/Agent/0428/2021 dated 21.09.2021,TN/Agent/0428/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594905
488,TN/Agent/0429/2021 dated 21.09.2021,TN/Agent/0429/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594926
489,TN/Agent/0430/2021 dated 21.09.2021,TN/Agent/0430/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594951
490,TN/Agent/0431/2021 dated 21.09.2021,TN/Agent/0431/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594975
491,TN/Agent/0432/2021 dated 21.09.2021,TN/Agent/0432/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.594997
492,TN/Agent/0433/2021 dated 21.09.2021,TN/Agent/0433/2021 dated 21.09.2021,Individual,21.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595017
493,TN/Agent/0434/2021 dated 27.09.2021,TN/Agent/0434/2021 dated 27.09.2021,Firm,27.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595037
494,TN/Agent/0435/2021 dated 27.09.2021,TN/Agent/0435/2021 dated 27.09.2021,Firm,27.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595057
495,TN/Agent/0436/2021 dated 27.09.2021,TN/Agent/0436/2021 dated 27.09.2021,Firm,27.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595075
496,TN/Agent/0437/2021 dated 28.09.2021,TN/Agent/0437/2021 dated 28.09.2021,Firm,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595095
497,TN/Agent/0438/2021 dated 28.09.2021,TN/Agent/0438/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595113
498,TN/Agent/0439/2021 dated 28.09.2021,TN/Agent/0439/2021 dated 28.09.2021,Firm,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595133
499,TN/Agent/0440/2021 dated 28.09.2021,TN/Agent/0440/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595153
500,TN/Agent/0441/2021 dated 28.09.2021,TN/Agent/0441/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595173
501,TN/Agent/0442/2021 dated 28.09.2021,TN/Agent/0442/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595198
502,TN/Agent/0443/2021 dated 28.09.2021,TN/Agent/0443/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595220
503,TN/Agent/0444/2021 dated 28.09.2021,TN/Agent/0444/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595255
504,TN/Agent/0445/2021 dated 28.09.2021,TN/Agent/0445/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595293
505,TN/Agent/0446/2021 dated 28.09.2021,TN/Agent/0446/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595315
506,TN/Agent/0447/2021 dated 28.09.2021,TN/Agent/0447/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595336
507,TN/Agent/0448/2021 dated 28.09.2021,TN/Agent/0448/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595364
508,TN/Agent/0449/2021 dated 28.09.2021,TN/Agent/0449/2021 dated 28.09.2021,Individual,28.09.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595386
509,TN/Agent/0450/2021 dated 04.10.2021,TN/Agent/0450/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595404
510,TN/Agent/0451/2021 dated 04.10.2021,TN/Agent/0451/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595423
511,TN/Agent/0452/2021 dated 04.10.2021,TN/Agent/0452/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595449
512,TN/Agent/0453/2021 dated 04.10.2021,TN/Agent/0453/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595468
513,TN/Agent/0454/2021 dated 04.10.2021,TN/Agent/0454/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595485
514,TN/Agent/0455/2021 dated 04.10.2021,TN/Agent/0455/2021 dated 04.10.2021,Individual,04.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595504
515,TN/Agent/0456/2021 dated 06.10.2021,TN/Agent/0456/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595522
516,TN/Agent/0457/2021 dated 06.10.2021,TN/Agent/0457/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595541
517,TN/Agent/0458/2021 dated 06.10.2021,TN/Agent/0458/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595558
518,TN/Agent/0459/2021 dated 06.10.2021,TN/Agent/0459/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595578
519,TN/Agent/0460/2021 dated 06.10.2021,TN/Agent/0460/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595599
520,TN/Agent/0461/2021 dated 06.10.2021,TN/Agent/0461/2021 dated 06.10.2021,Individual,06.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595618
521,TN/Agent/0462/2021 dated 07.10.2021,TN/Agent/0462/2021 dated 07.10.2021,Individual,07.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595635
522,TN/Agent/0463/2021 dated 22.10.2021,TN/Agent/0463/2021 dated 22.10.2021,Individual,22.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595656
523,TN/Agent/0464/2021 dated 22.10.2021,TN/Agent/0464/2021 dated 22.10.2021,Individual,22.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595676
524,TN/Agent/0465/2021 dated 22.10.2021,TN/Agent/0465/2021 dated 22.10.2021,Individual,22.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595699
525,TN/Agent/0466/2021 dated 25.10.2021,TN/Agent/0466/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595716
526,TN/Agent/0467/2021 dated 25.10.2021,TN/Agent/0467/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595733
527,TN/Agent/0468/2021 dated 25.10.2021,TN/Agent/0468/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595749
528,TN/Agent/0469/2021 dated 25.10.2021,TN/Agent/0469/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595765
529,TN/Agent/0470/2021 dated 25.10.2021,TN/Agent/0470/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595783
530,TN/Agent/0471/2021 dated 25.10.2021,TN/Agent/0471/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595801
531,TN/Agent/0472/2021 dated 25.10.2021,TN/Agent/0472/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595818
532,TN/Agent/0473/2021 dated 25.10.2021,TN/Agent/0473/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595836
533,TN/Agent/0474/2021 dated 25.10.2021,TN/Agent/0474/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595858
534,TN/Agent/0475/2021 dated 25.10.2021,TN/Agent/0475/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595877
535,TN/Agent/0476/2021 dated 25.10.2021,TN/Agent/0476/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595896
536,TN/Agent/0477/2021 dated 25.10.2021,TN/Agent/0477/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595927
537,TN/Agent/0478/2021 dated 25.10.2021,TN/Agent/0478/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595956
538,TN/Agent/0479/2021 dated 25.10.2021,TN/Agent/0479/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595974
539,TN/Agent/0480/2021 dated 25.10.2021,TN/Agent/0480/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.595995
540,TN/Agent/0481/2021 dated 25.10.2021,TN/Agent/0481/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.596016
541,TN/Agent/0482/2021 dated 25.10.2021,TN/Agent/0482/2021 dated 25.10.2021,Individual,25.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.596034
542,TN/Agent/0483/2021 dated 28.10.2021,TN/Agent/0483/2021 dated 28.10.2021,Individual,28.10.2021,https://rera.tn.gov.in/registered-agents/tn,2025-09-12T09:45:40.596058
